index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_conj,SPACER_conj_failed,SPACER_conj_success,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_non_local_gen,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_reach_queries,SPACER_pob_out_of_gas,SPACER_queries,SPACER_reuse_reach_facts,SPACER_subsume_failed,SPACER_subsume_pob,SPACER_subsume_success,max_memory,memory,status,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_global,time_spacer_solve_reach_is_reach
array-dblclockfft_butterfly_ck2_r0-p253.smt2,,,,,,9,11,11,,180,,67,143,1095,17,333,306,522,,,321,,,,,423.05,214.53,unsat,179.84,1.67,0.10,0.88,0.07,0.47,138.07,117.58,,0.35,0.01,0.01,31.06,175.87,34.16,141.67,32.40,0.86,77.84,,
array-dblclockfft_butterfly_ck3_r0-p021.smt2,,14,13,22,27,,19,18,2,242,33,73,107,1652,15,353,341,884,24,,340,22,6,17,15,739.96,691.24,timeout,899.99,1.49,0.06,0.68,0.08,0.49,691.47,643.22,,0.70,0.01,0.01,37.16,743.11,183.41,559.63,35.63,1.22,416.17,1.54,0.70
array-dblclockfft_butterfly_ck3_r0-p029.smt2,,,,,,2,6,6,,17,,24,54,103,,82,65,36,,,75,,,,,130.46,35.79,unsat,3.01,0.05,0.00,0.02,0.00,0.02,2.47,2.11,,0.00,0.00,,0.08,2.82,0.19,2.62,0.15,0.04,1.40,,
array-dblclockfft_butterfly_ck3_r0-p042.smt2,,4,20,11,73,,16,15,,284,21,148,87,1895,30,375,372,922,12,3,362,12,3,8,7,757.13,701.72,timeout,899.99,2.20,0.07,1.16,0.09,0.59,685.62,637.16,,0.79,0.01,0.01,19.26,718.54,260.26,458.22,20.31,1.71,355.77,0.80,0.16
array-dblclockfft_butterfly_ck3_r0-p048.smt2,,6,8,10,,,19,18,,244,25,58,99,2168,7,353,333,1266,12,,336,12,2,8,5,861.03,778.24,timeout,899.99,2.38,0.07,1.12,0.10,0.54,770.41,624.89,,1.11,0.01,0.01,26.15,812.03,228.62,583.34,25.26,1.93,480.13,1.41,0.22
array-dblclockfft_butterfly_ck3_r0-p051.smt2,,,,,,,7,6,,27,,14,6,79,,47,36,31,,,40,,,,,,,,,0.02,0.00,0.01,0.00,0.01,1.61,1.32,,0.00,0.04,0.03,0.56,2.36,0.35,2.00,0.61,0.01,0.81,0.01,
array-dblclockfft_butterfly_ck3_r0-p052.smt2,,,,,,2,4,4,,14,,9,17,33,,29,24,13,,,24,,,,,132.08,16.50,unsat,0.43,0.01,,0.00,,0.00,0.24,0.19,,,0.00,,0.01,0.30,0.04,0.25,0.02,0.00,0.13,,
array-dblclockfft_butterfly_ck3_r0-p053.smt2,,33,,,,2,17,16,,283,,84,138,1749,19,423,403,918,2,,408,2,5,34,33,613.61,549.29,unknown,665.88,1.56,0.07,0.75,0.07,0.44,598.25,561.80,,0.75,0.01,0.01,28.30,641.14,152.56,488.53,30.83,1.58,368.86,2.10,0.21
array-dblclockfft_butterfly_ck3_r0-p056.smt2,,,,,,2,4,4,,10,,7,15,37,,29,19,16,,,24,,,,,130.46,16.20,unsat,0.51,0.01,,0.00,,0.01,0.25,0.19,,,0.00,,0.05,0.37,0.05,0.32,0.07,0.01,0.12,,
array-dblclockfft_butterfly_ck3_r0-p066.smt2,,6,11,10,5,,15,14,,218,34,86,70,1589,8,309,300,813,28,,299,24,,17,17,897.29,795.38,timeout,899.99,2.15,0.09,1.27,0.09,0.53,418.07,355.22,,0.67,0.01,0.01,28.79,459.18,90.88,368.25,27.20,1.04,278.99,2.45,0.74
array-dblclockfft_butterfly_ck3_r0-p082.smt2,,16,22,22,6,1,14,13,10,111,19,55,33,547,1,183,181,239,15,1,170,14,3,9,8,671.24,616.26,unknown,447.98,0.43,0.02,0.21,0.02,0.14,151.08,32.07,,0.08,0.00,,2.83,156.09,8.68,147.36,2.56,0.19,136.14,0.30,0.16
array-dblclockfft_butterfly_ck3_r0-p090.smt2,,15,,,,,17,16,,364,,76,175,2812,17,483,483,2045,2,,482,2,45,35,32,577.96,519.35,timeout,899.97,4.40,0.21,2.64,0.15,0.93,718.41,602.14,,0.95,0.01,0.01,36.99,777.09,139.53,637.51,39.12,3.01,491.25,2.08,0.30
array-dblclockfft_butterfly_ck3_r0-p111.smt2,,,,,,,12,11,,165,,43,45,819,1,221,203,408,14,,209,14,,15,15,587.19,552.65,timeout,899.99,0.69,0.02,0.26,0.03,0.24,235.53,218.14,,0.19,0.01,0.01,7.71,249.16,40.64,208.49,7.30,0.51,163.38,0.84,0.16
array-dblclockfft_butterfly_ck3_r0-p119.smt2,,,,,,2,4,4,,9,,9,13,33,,26,18,13,,,21,,,,,132.08,15.92,unsat,0.51,0.01,,0.00,,0.00,0.28,0.22,,,0.00,,0.05,0.39,0.05,0.33,0.06,0.00,0.13,,
array-dblclockfft_butterfly_ck3_r1-p022.smt2,,,,,,,5,4,,23,,5,7,47,,31,23,13,,,26,,,,,6257.32,6255.45,timeout,899.99,2.50,0.15,2.03,0.08,0.24,5.29,1.14,,0.00,0.01,0.01,0.03,7.93,1.01,6.91,0.06,0.01,1.22,,
array-dblclockfft_butterfly_ck3_r1-p024.smt2,,,,,,1,4,4,,11,,9,17,30,,29,20,10,,,24,,,,,131.96,18.18,unsat,0.45,0.01,,0.00,,0.01,0.23,0.18,,,0.00,,0.01,0.30,0.04,0.25,0.02,0.00,0.10,,
array-dblclockfft_butterfly_ck3_r1-p030.smt2,,,,,,1,3,3,,6,,4,9,15,,17,13,5,,,13,,,,,131.96,15.89,unsat,0.27,0.01,,0.00,,0.00,0.10,0.08,,,0.00,,0.00,0.14,0.02,0.11,0.01,0.00,0.04,,
array-dblclockfft_butterfly_ck3_r1-p047.smt2,,3,23,10,164,,16,15,,374,19,58,122,1924,24,508,502,1031,15,1,486,15,1,8,6,858.72,762.88,timeout,899.99,16.39,0.60,12.62,0.36,2.15,738.08,635.05,,0.66,0.01,0.01,63.42,832.39,179.04,653.29,63.96,3.17,432.58,0.93,0.26
array-dblclockfft_butterfly_ck3_r1-p049.smt2,,,,,,,7,6,,22,,19,2,64,,41,30,14,,,34,,,,,,,,,0.02,,0.00,0.00,0.01,1.02,0.88,,0.00,0.04,0.04,0.02,1.18,0.27,0.89,0.04,0.01,0.41,0.01,
array-dblclockfft_butterfly_ck3_r1-p054.smt2,,14,6,5,,,14,13,10,260,38,52,106,798,7,330,311,380,6,1,316,6,2,21,20,941.73,654.45,timeout,899.99,1.39,0.06,0.80,0.07,0.35,256.31,204.71,,0.27,0.00,,18.85,281.66,33.50,248.12,19.77,1.12,202.49,0.76,0.24
array-dblclockfft_butterfly_ck3_r1-p059.smt2,,,,,,,12,11,,172,,31,101,469,,261,242,191,,,250,,,,,4215.56,1824.56,timeout,899.99,0.41,0.01,0.17,0.02,0.15,172.85,162.30,,0.10,0.02,0.01,5.09,181.57,26.02,155.52,6.19,0.39,112.47,,
array-dblclockfft_butterfly_ck3_r1-p086.smt2,,27,26,39,4,,18,17,4,217,47,108,85,1779,9,356,346,903,17,,333,15,10,24,14,1577.63,1450.81,timeout,899.99,5.89,0.31,4.29,0.14,0.93,813.52,632.14,,0.72,0.01,0.01,38.77,869.76,288.25,581.45,34.31,0.95,429.09,2.67,0.59
array-dblclockfft_butterfly_ck3_r1-p119.smt2,,15,7,11,5,,17,16,,221,37,52,117,1226,8,317,297,695,5,,299,5,11,17,16,613.31,491.86,timeout,899.99,6.33,0.33,4.58,0.20,0.95,522.77,492.68,,0.38,0.02,0.01,45.82,583.59,123.02,460.51,45.91,0.91,319.53,1.21,0.25
array-dblclockfft_butterfly_ck3_r1-p127.smt2,,,,,,6,8,8,,109,,37,62,390,2,180,162,114,,,171,,,,,1134.13,534.54,unsat,211.25,19.71,1.08,14.62,0.44,3.32,180.31,122.92,,0.14,0.01,0.01,5.45,208.17,42.95,165.20,5.98,0.57,112.96,,
array-dblclockfft_butterfly_ck3_r1-p137.smt2,,,,,,6,7,7,,58,,17,36,129,,91,76,23,,,83,,,,,133.30,110.45,unsat,24.62,0.14,0.01,0.07,0.01,0.04,22.27,20.55,,0.02,0.01,0.01,0.45,23.44,6.22,17.20,0.62,0.07,13.28,,
array-dblclockfft_butterfly_ck3_r1-p145.smt2,,,,,,6,6,6,,53,,21,38,93,4,85,68,7,,,78,,,,,133.30,92.66,unsat,13.11,0.09,0.00,0.03,0.01,0.03,11.57,10.20,,0.01,0.01,0.01,0.75,12.77,0.88,11.88,0.86,0.06,8.99,,
array-dblclockfft_butterfly_ck3_r1-p157.smt2,,,,,,,12,11,,116,,63,67,354,,186,165,111,,,174,,,,,8351.17,3081.48,timeout,899.96,0.19,0.01,0.04,0.01,0.09,112.00,105.58,,0.06,0.02,0.01,3.88,118.09,24.01,94.05,4.60,0.17,54.40,,
array-dblclockfft_butterfly_ck3_r1-p159.smt2,,,,,,,12,11,,326,,62,126,1107,12,431,392,337,,,419,,,,,1002.36,868.21,timeout,899.99,5.58,0.16,3.95,0.13,0.89,424.45,384.46,,0.60,0.01,0.01,24.87,463.49,100.94,362.51,26.74,1.75,251.59,,
array-dblclockfft_butterfly_ck3_r2-p010.smt2,,,,,,2,7,7,,25,,29,71,162,,111,88,53,,,103,,,,,689.32,636.09,unsat,121.35,0.12,0.01,0.05,0.01,0.03,107.54,7.82,,0.01,0.00,,0.52,108.56,0.71,107.83,0.63,0.09,104.34,,
array-dblclockfft_butterfly_ck3_r2-p015.smt2,,,,,,,9,8,,273,,15,74,850,21,366,341,337,,,357,,,,,4581.64,1953.98,timeout,899.98,8.63,0.39,5.83,0.23,1.78,513.43,396.46,,0.24,0.01,0.01,20.50,548.40,104.20,444.18,21.76,1.33,362.33,,
array-dblclockfft_butterfly_ck3_r2-p021.smt2,,,,,,2,9,9,,30,,49,122,423,,182,158,180,,,172,,,,,192.44,154.73,unsat,34.22,0.22,0.01,0.10,0.01,0.07,28.63,19.67,,0.04,0.00,,3.94,33.79,7.30,26.46,4.19,0.24,16.24,,
array-dblclockfft_butterfly_ck3_r2-p029.smt2,,,,,,,8,7,,245,,29,99,381,11,292,269,50,,,284,,,,,994.70,940.18,timeout,899.98,0.64,0.02,0.26,0.04,0.20,678.18,661.61,,0.14,0.02,0.01,7.12,690.97,152.28,538.67,8.49,0.81,313.78,,
array-dblclockfft_butterfly_ck3_r2-p042.smt2,,,,,,,12,12,,190,,50,112,514,,289,278,196,,,287,,,,,243.08,212.15,unknown,202.38,0.36,0.01,0.10,0.02,0.16,185.29,171.53,,0.13,0.02,0.01,12.43,202.22,41.27,160.92,13.94,0.45,99.71,,
array-dblclockfft_butterfly_ck3_r2-p052.smt2,,,,,,3,6,6,,27,,24,49,146,,81,64,62,,,74,,,,,192.44,69.98,unsat,4.65,0.06,0.00,0.03,0.00,0.02,3.94,2.17,,0.01,0.00,,0.20,4.43,0.62,3.80,0.25,0.05,2.55,,
array-dblclockfft_butterfly_ck3_r2-p059.smt2,,,,,,1,3,3,,7,,4,9,15,,17,11,5,,,13,,,,,192.44,15.91,unsat,0.30,0.01,,0.00,,0.00,0.11,0.08,,,0.00,,0.00,0.14,0.03,0.11,0.01,0.00,0.04,,
array-dblclockfft_butterfly_ck3_r2-p060.smt2,,,,,,,6,5,,46,,9,11,78,11,57,46,6,,,51,,,,,4287.02,1331.57,unknown,215.88,39.76,2.09,33.71,0.76,3.14,170.09,11.16,,0.01,0.01,0.01,0.52,210.72,3.33,207.38,0.60,0.03,94.65,,
array-dblclockfft_butterfly_ck3_r2-p079.smt2,,,,,,8,8,8,,68,,32,21,360,2,136,113,115,,,127,,,,,193.78,95.24,unsat,15.07,0.10,0.01,0.04,0.01,0.04,12.82,11.70,,0.03,0.00,,1.21,14.83,4.05,10.76,1.36,0.13,5.89,,
array-dblclockfft_butterfly_ck3_r2-p093.smt2,,9,15,9,50,3,15,15,1,19,24,66,212,1209,30,326,327,636,9,2,323,9,1,15,13,456.16,347.51,unknown,262.00,1.37,0.06,0.69,0.06,0.44,233.27,213.17,,0.35,0.01,0.01,20.55,261.81,50.42,211.34,20.24,0.92,134.90,0.68,0.23
array-dblclockfft_butterfly_ck3_r2-p114.smt2,,,,,,5,5,5,,33,,10,21,69,5,55,43,11,,,49,,,,,193.78,34.76,unsat,1.63,0.02,,0.01,0.00,0.01,1.29,1.02,,0.00,0.00,,0.01,1.46,0.25,1.20,0.04,0.02,0.86,,
array-dblclockfft_butterfly_ck3_r2-p133.smt2,,,,,,2,8,8,,32,,46,95,247,,152,129,87,,,143,,,,,672.33,608.48,unsat,121.80,0.16,0.01,0.07,0.01,0.04,118.52,12.16,,0.02,0.00,,2.08,121.38,107.56,13.80,2.25,0.15,8.70,,
array-dblclockfft_butterfly_ck3_r2-p146.smt2,,3,,,,,13,12,,263,,93,118,1438,22,350,333,763,17,,337,17,,21,21,839.82,773.34,timeout,899.99,1.83,0.06,1.02,0.07,0.46,730.61,669.28,,0.58,0.02,0.02,49.11,791.95,147.70,644.20,51.08,1.31,505.58,1.28,0.31
array-dblclockfft_butterfly_ck3_r2-p148.smt2,,,,,,6,7,7,,54,,19,45,186,4,93,77,80,,,85,,,,,193.78,155.12,unsat,27.79,0.22,0.01,0.11,0.01,0.05,25.93,23.41,,0.03,0.01,0.01,0.22,26.94,3.73,23.20,0.36,0.09,18.54,,
array-dblclockfft_butterfly_ck3_r2-p151.smt2,,,,,,8,8,8,,131,,36,84,305,,192,170,101,,,183,,,,,1915.08,1757.51,unsat,605.12,3.95,0.19,3.20,0.10,0.35,472.83,208.88,,0.08,0.01,0.01,2.32,481.13,259.23,221.88,2.83,0.31,182.14,,
array-dblclockfft_butterfly_ck3_r2-p154.smt2,,,,,,,9,8,,100,,34,31,318,,142,117,102,,,133,,,,,3728.56,1798.06,timeout,899.99,0.19,0.01,0.07,0.01,0.07,95.26,91.54,,0.05,0.01,0.01,3.36,100.26,20.08,80.16,3.73,0.17,38.86,,
array-dblclockfft_butterfly_ck3_r2-p155.smt2,,2,6,4,13,3,15,14,,172,17,59,67,942,12,245,228,475,4,,229,4,2,8,6,1020.88,954.51,unknown,496.29,0.69,0.03,0.32,0.04,0.21,415.73,401.76,,0.20,0.01,0.01,13.74,435.05,97.03,337.97,12.18,0.51,268.75,0.83,0.13
array-dblclockfft_butterfly_ck3_r2-p156.smt2,,,,,,5,6,6,,35,,14,48,220,,91,79,132,,,84,,,,,193.78,66.56,unsat,7.62,0.06,0.00,0.02,0.00,0.02,6.71,5.95,,0.01,0.00,,0.32,7.41,1.24,6.16,0.41,0.05,3.85,,
array-dblclockfft_butterfly_ck3_r2-p173.smt2,,,,,,,8,7,,77,,24,30,147,,105,85,23,,,97,,,,,2934.54,2818.34,timeout,899.97,21.85,1.38,18.31,0.46,2.00,98.05,26.96,,0.03,0.01,0.01,1.91,122.51,8.95,113.54,2.10,0.07,40.81,,
array-easy_zero_array.smt2,,,,,,,2,1,,2,,,,2,,3,2,,,,1,,,,,8.84,8.84,unknown,0.02,,,,,,0.00,,,,0.00,,,0.01,0.00,0.00,,,,,
array-marlann_compute_fail1-p0.smt2,,,,,,,13,12,,16,,9,2,62,3,45,29,9,,,36,,,,,,,,,0.07,0.00,0.03,0.00,0.03,7.85,0.58,5.42,,0.13,0.12,2.35,10.54,1.24,9.26,2.42,0.01,3.17,,
array-marlann_compute_fail1-p1.smt2,,,,,,11,13,13,,119,,10,131,109,17,159,146,39,,,150,,1,1,,173.80,158.39,unsat,174.14,0.31,0.01,0.12,0.01,0.13,143.04,34.26,103.84,,0.12,0.12,27.64,172.96,2.25,170.67,28.25,0.31,121.17,0.02,
array-marlann_compute_fail1-p2.smt2,,,,,,,13,12,,58,,8,22,377,39,140,110,156,,,128,,,,,468.49,440.17,timeout,899.99,0.29,0.01,0.12,0.01,0.12,32.97,1.76,26.73,0.00,0.13,0.13,14.02,48.54,7.46,41.03,14.35,0.09,19.84,,
array-marlann_compute_fail2-p1.smt2,,,,,,,13,12,,53,,10,40,133,23,82,67,61,,,73,,,,,,,,,0.12,0.00,0.03,0.00,0.06,42.68,15.92,23.90,0.00,0.12,0.12,15.54,59.09,2.53,56.53,15.78,0.05,32.39,,
array-marlann_compute_fail2-p2.smt2,,,,,,,13,12,,56,,8,19,369,26,141,112,134,,,129,,,,,,,,,0.26,0.01,0.10,0.01,0.11,31.37,0.19,28.97,0.00,0.12,0.12,12.69,45.65,7.66,37.95,13.03,0.09,18.10,,
array-picorv32-check-p01.smt2,,,,,,10,12,12,,354,,241,330,2472,39,641,627,1174,,,636,,26,1,,238.05,209.95,unsat,180.40,1.59,0.09,0.68,0.07,0.65,160.56,141.24,,0.84,0.14,0.14,6.23,178.50,31.05,147.41,8.17,4.01,114.88,0.04,
array-picorv32-check-p06.smt2,,,,,,15,18,18,,481,,761,317,4883,19,739,727,2652,7,,735,1,170,2,1,211.49,195.18,unsat,208.16,2.04,0.11,0.77,0.11,0.96,185.75,148.40,,1.45,0.13,0.13,5.14,206.22,60.93,145.22,7.27,4.80,106.09,0.07,0.36
array-picorv32-check-p08.smt2,,,,,,13,17,17,,596,,612,419,5471,42,1022,1004,2375,,,1016,,39,3,,371.29,327.32,unsat,428.50,2.44,0.13,0.98,0.12,1.02,380.42,333.16,,3.13,0.14,0.14,16.74,425.34,108.80,316.48,20.91,10.51,239.47,0.18,
array-picorv32-check-p09.smt2,,,,,,4,5,5,,44,,6,35,110,8,62,53,63,,,56,,,,,33.19,26.49,unsat,2.45,0.05,0.00,0.01,0.00,0.03,1.80,1.61,,0.00,0.16,0.15,0.10,2.16,0.30,1.85,0.17,0.02,1.20,,
array-picorv32-check-p10.smt2,,,,,,8,9,9,,199,,113,106,802,10,285,272,348,,,279,,,,,73.47,64.92,unsat,40.62,0.55,0.03,0.20,0.03,0.25,35.50,32.03,,0.12,0.14,0.14,1.40,40.03,5.20,34.81,2.13,0.79,26.56,0.00,
array-picorv32-check-p14.smt2,,,,,,6,8,8,,143,,71,146,543,5,281,273,297,,,279,,,,,60.68,53.37,unsat,25.37,0.30,0.01,0.07,0.01,0.18,20.07,17.71,,0.06,0.14,0.14,2.29,24.68,2.40,22.26,3.06,0.49,13.75,,
array-picorv32-check-p18.smt2,,,,,,,12,11,,668,,229,201,2932,33,724,715,1689,7,,718,1,193,3,1,265.80,221.57,unknown,298.67,1.55,0.08,0.60,0.08,0.68,166.96,139.61,2.67,0.71,0.14,0.14,6.60,186.79,33.53,153.22,9.24,4.68,113.00,0.11,0.84
array-picorv32_mutAX_mem-p0.smt2,,,,,,,9,8,,202,,,47,733,14,226,219,336,,,219,,,,,295.55,249.51,timeout,899.95,1.50,0.03,0.19,0.03,1.15,482.48,,466.40,,0.95,0.94,201.44,693.48,79.03,614.43,204.21,0.40,369.62,,
array-picorv32_mutAX_mem-p7.smt2,,,,,,,8,7,,263,,,34,1215,5,290,283,523,,,283,,,,,393.16,346.93,timeout,899.96,2.25,0.07,0.37,0.06,1.63,536.71,,515.37,,0.98,0.96,151.98,703.63,133.27,570.34,155.71,0.75,368.79,,
array-picorv32_mutAY_mem-p5.smt2,,,,,,,8,7,,315,,,40,1026,12,345,332,436,,,334,,20,3,,707.38,706.52,timeout,899.97,3.49,0.02,0.16,0.03,3.17,261.99,,248.66,,0.65,0.64,182.90,462.95,67.75,395.17,185.89,0.94,157.07,0.05,
array-picorv32_mutAY_mem-p6.smt2,,,,,,,8,7,,192,,,11,704,2,249,234,331,,,242,,,,,959.96,932.73,timeout,899.98,2.53,0.01,0.08,0.02,2.35,154.99,,146.51,,0.68,0.67,126.72,293.38,44.08,249.28,128.66,0.42,84.36,,
array-picorv32_mutAY_mem-p8.smt2,,,,,,,6,5,,206,,,37,860,5,233,224,514,,,226,,44,1,,1587.39,1586.80,timeout,899.98,2.48,0.01,0.12,0.02,2.25,606.54,,592.96,,0.68,0.67,122.05,740.15,52.15,687.98,123.97,0.42,104.93,0.02,
array-picorv32_mutBX_mem-p1.smt2,,,,,,,6,5,,185,,,32,750,2,199,196,429,,,197,,,,,574.53,494.63,timeout,899.96,1.64,0.05,0.33,0.04,1.12,438.29,,420.76,,0.98,0.96,129.31,576.11,97.69,478.40,131.69,0.39,314.19,0.01,
array-picorv32_mutBX_mem-p2.smt2,,,,,,,7,6,,146,,,18,658,2,164,160,337,,,159,,,,,318.05,271.36,timeout,899.95,1.17,0.03,0.16,0.03,0.88,274.67,,265.37,,0.95,0.94,136.73,418.43,67.71,350.70,138.65,0.27,188.87,0.01,
array-picorv32_mutBX_mem-p5.smt2,,,,,,,5,4,,278,,,67,858,5,305,303,620,,,302,,10,1,,340.37,300.67,timeout,899.96,2.55,0.08,0.50,0.07,1.75,572.09,,547.88,,0.94,0.93,290.15,874.85,61.95,812.88,294.12,0.94,465.71,0.01,
array-picorv32_mutBX_mem-p6.smt2,,,,,,,4,3,,255,,,54,752,7,280,277,547,,,276,,,,,304.22,258.41,timeout,899.96,1.88,0.04,0.23,0.04,1.46,468.36,,451.19,,1.01,0.99,367.75,846.65,50.09,796.55,371.38,0.78,378.10,,
array-picorv32_mutBX_mem-p7.smt2,,,,,,,6,5,,246,,,28,1129,5,277,275,526,,,275,,,,,310.35,264.13,timeout,899.95,2.30,0.07,0.57,0.05,1.49,477.08,,455.87,,0.97,0.95,264.14,755.30,105.84,649.45,267.71,0.68,341.03,,
array-picorv32_mutBY_mem-p4.smt2,,,,,,,7,6,,149,,,9,730,5,200,185,327,,,193,,,,,1135.06,987.10,timeout,899.96,1.97,0.01,0.05,0.01,1.84,117.72,,110.85,,0.68,0.67,85.11,212.91,43.87,169.02,86.62,0.25,52.29,0.01,
array-picorv32_mutBY_mem-p8.smt2,,,,,,,6,5,,137,,,7,538,3,164,155,254,,,158,,,,,652.23,457.29,timeout,899.79,1.66,0.01,0.05,0.01,1.54,106.94,,99.44,,0.69,0.68,72.74,188.01,38.84,149.15,74.00,0.18,47.86,,
array-picorv32_mutCX_mem-p0.smt2,,,,,,,6,5,,224,,,79,548,7,234,227,302,,,228,,,,,330.95,277.47,timeout,899.95,1.81,0.05,0.34,0.04,1.27,480.05,,463.37,,0.98,0.97,266.57,755.71,51.55,704.14,269.38,0.56,400.73,0.02,
array-picorv32_mutCX_mem-p3.smt2,,,,,,,5,4,,54,,,4,128,1,58,53,38,,,53,,,,,443.84,398.48,timeout,899.96,0.37,0.01,0.04,0.01,0.29,93.08,,90.77,,1.00,0.98,30.99,125.84,20.46,105.37,31.57,0.02,66.81,,
array-picorv32_mutCX_mem-p7.smt2,,,,,,,8,7,,232,,,18,1049,4,268,262,420,,,261,,4,1,,353.98,315.88,timeout,899.96,1.68,0.02,0.17,0.03,1.35,460.06,,443.98,,0.99,0.98,146.05,618.59,116.35,502.22,149.33,0.59,312.10,0.01,
array-picorv32_mutCY_mem-p1.smt2,,,,,,,7,6,,246,,,34,775,1,272,263,300,,,267,,,,,416.66,311.11,timeout,899.97,2.87,0.03,0.17,0.03,2.57,238.54,,227.21,,0.65,0.64,131.10,383.31,66.20,317.09,133.38,0.58,135.94,0.02,
array-picorv32_mutCY_mem-p3.smt2,,,,,,,6,5,,226,,,89,402,13,236,229,175,,,231,,18,1,,795.04,685.64,timeout,899.98,2.48,0.02,0.13,0.02,2.23,285.91,,275.37,,0.66,0.65,119.92,416.12,30.69,385.41,121.86,0.49,220.47,0.03,
array-picorv32_mutCY_mem-p8.smt2,,,,,,,6,5,,196,,,36,860,10,214,205,491,,,208,,,,,1148.51,1148.29,timeout,899.98,2.15,0.01,0.08,0.01,1.99,306.81,,298.31,,0.68,0.67,99.82,417.24,49.86,367.37,101.53,0.33,231.48,,
array-ponylink-slaveTXlen-unsat.smt2,,,,,,,231,230,,236,,458,4,690,,694,49,,,,463,,,,,401.43,383.27,timeout,899.99,0.59,0.01,0.05,0.01,0.47,7.65,6.37,,0.01,0.07,0.07,0.39,11.10,1.64,8.71,0.92,0.48,4.05,,
array-ridecore_array_unknown.smt2,,,,,,,3,2,,4,,,1,5,,7,4,,,,4,,,,,856.70,751.99,timeout,899.83,0.07,,0.00,,0.06,31.38,0.05,29.99,,5.73,5.69,0.04,31.58,24.70,6.87,0.05,0.00,4.85,,
array-ridecore_array_unsafe.smt2,,,,,,,8,7,,133,,4,7,817,1,140,134,428,,,136,,,,,605.14,531.32,timeout,899.83,0.43,0.01,0.06,0.02,0.29,600.54,1.20,584.29,0.00,5.67,5.60,22.17,639.76,397.22,242.51,27.38,0.11,17.70,0.06,
array-simple-stack-pred1.smt2,,,,,,1,2,2,,5,,,6,12,,9,6,9,,,6,,,,,11.13,10.29,unsat,0.10,0.00,,,,,0.03,,0.01,,0.01,0.01,0.02,0.06,0.01,0.05,0.02,0.00,0.00,,
array-zipcpu-zipmmu-p00.smt2,,,,,,,10,9,,957,,6,227,1330,36,968,956,154,,,959,,,,,485.98,419.63,timeout,899.98,4.34,0.24,2.39,0.24,1.18,481.51,0.02,417.55,0.00,0.07,0.06,95.81,607.15,73.40,533.72,100.10,11.91,355.88,0.16,
array-zipcpu-zipmmu-p01.smt2,,,,,,,11,10,,1008,,7,179,2184,10,1027,1008,381,,,1016,,,,,378.86,313.41,timeout,899.99,6.77,0.42,4.11,0.31,1.61,526.99,0.24,466.38,0.00,0.07,0.07,61.78,625.77,103.11,522.62,66.10,14.17,371.97,0.07,
array-zipcpu-zipmmu-p06.smt2,,2,4,,32,,20,19,,335,7,11,261,399,16,397,376,168,,,375,,95,10,,430.42,365.68,timeout,899.95,0.81,0.04,0.36,0.05,0.28,71.10,0.02,61.60,0.01,0.07,0.07,7.67,83.81,4.26,79.47,8.76,1.38,56.87,0.08,
array-zipcpu-zipmmu-p26.smt2,,,,,,,10,9,,401,,6,94,768,11,415,401,92,,,405,,,,,299.09,258.62,unknown,257.94,25.94,1.91,19.99,0.69,3.79,101.98,0.09,79.33,0.00,0.07,0.07,40.04,174.03,20.51,153.49,41.19,1.98,66.83,0.00,
array-zipcpu-zipmmu-p28.smt2,,,,,,,10,9,,600,,6,173,765,14,612,599,66,,,602,,,,,537.88,481.02,unknown,890.49,14.42,1.10,9.12,0.54,3.74,176.35,6.22,138.82,0.03,0.07,0.07,32.32,233.59,23.98,209.59,34.32,4.53,129.44,0.07,
array-zipcpu-zipmmu-p29.smt2,,,,,,,15,14,,287,,15,61,904,4,344,312,214,,,329,,,,,405.19,339.00,timeout,899.98,1.52,0.10,0.89,0.07,0.39,64.55,2.76,54.46,0.01,0.07,0.07,22.09,92.52,13.20,79.27,22.86,1.39,44.53,,
array-zipcpu-zipmmu-p31.smt2,,,,,,2,3,3,,6,,1,3,10,,8,6,5,,,5,,,,,17.27,15.56,unsat,0.22,0.00,,,,0.00,0.09,,0.07,,0.07,0.07,,0.10,0.01,0.08,0.00,,0.06,,
array-zipcpu-zipmmu-p34.smt2,,,,,,8,10,10,,128,,5,148,318,12,208,196,186,,,199,,,,,68.17,59.09,unsat,28.38,0.21,0.01,0.06,0.01,0.10,16.77,0.07,14.36,0.00,0.07,0.07,6.54,25.02,1.70,23.30,6.99,0.35,11.65,,
