index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_conj,SPACER_conj_failed,SPACER_conj_success,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_non_local_gen,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_reach_queries,SPACER_pob_out_of_gas,SPACER_queries,SPACER_reuse_reach_facts,SPACER_subsume_failed,SPACER_subsume_pob,SPACER_subsume_success,max_memory,memory,status,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_global,time_spacer_solve_reach_is_reach
array-VexRiscv-regch0-15-p0.smt2,,,,,,,8,8,,59,,8,38,51,,69,63,21,,,67,,,,,89.70,77.01,unknown,31.66,0.23,0.00,0.02,0.00,0.19,29.42,27.54,,0.00,0.06,0.06,1.00,31.57,0.91,30.64,1.39,0.04,23.76,,
array-VexRiscv-regch0-15-p1.smt2,,,,,,,5,5,,55,,4,25,19,,61,58,4,,,61,,,,,104.83,90.65,unknown,20.89,0.20,0.00,0.01,0.00,0.17,18.69,16.94,,,0.07,0.06,1.01,20.80,0.23,20.56,1.48,0.02,14.22,,
array-VexRiscv-regch0-20-p0.smt2,,,,,,,8,8,,36,,9,6,71,1,47,40,20,,,44,,,,,113.11,98.61,unknown,14.77,0.15,0.00,0.01,0.00,0.12,13.43,12.44,,0.00,0.06,0.06,0.32,14.67,2.24,12.41,0.51,0.01,9.26,,
array-arbitrated_fifos_n2d8w8.smt2,,,,,,,3,3,,3,,1,,4,,5,2,,,,3,,,,,9.96,9.96,unknown,0.04,,,,,,0.01,0.00,0.00,,0.01,0.00,0.00,0.03,0.00,0.02,0.00,,0.00,,
array-array_swap.smt2,,,,,,,2,1,,2,,,,2,,3,2,,,,1,,,,,9.09,9.09,unknown,0.02,,,,,,0.00,,0.00,,0.00,,,0.01,0.00,0.00,,,,,
array-dblclockfft_butterfly_ck1-p006.smt2,,,,,,,5,5,,6,,5,11,33,,26,17,10,,,20,,,,,936.18,25.31,unsat,2.18,0.01,,0.00,,0.00,0.48,0.36,,,0.00,,1.00,1.55,0.22,1.33,1.02,0.00,0.05,,
array-dblclockfft_butterfly_ck1-p015.smt2,,,,,,3,9,9,,24,,52,15,144,,74,57,27,,,64,,,,,936.18,103.54,unsat,27.83,0.16,0.00,0.11,0.00,0.03,9.80,4.38,,0.01,0.00,,16.80,27.11,1.52,25.56,16.91,0.03,6.52,,
array-dblclockfft_butterfly_ck1-p023.smt2,,,,,,4,9,9,,28,,55,17,143,3,79,62,29,,,69,,,,,940.09,177.49,unsat,31.40,0.09,0.00,0.04,0.00,0.03,22.24,6.11,,0.01,0.00,,7.99,30.71,1.08,29.60,8.12,0.03,19.06,,
array-dblclockfft_butterfly_ck1-p053.smt2,,,,,,,5,5,,6,,8,7,21,,22,13,4,,,16,,,,,936.18,25.04,unsat,2.22,0.01,,0.00,,0.00,0.43,0.33,,,0.00,,1.06,1.55,0.09,1.45,1.07,0.00,0.11,,
array-dblclockfft_butterfly_ck1-p060.smt2,,,,,,,2,2,,3,,,3,3,,6,3,1,,,3,,,,,936.18,23.28,unsat,0.74,0.00,,,,,0.08,0.03,,,0.01,0.01,,0.09,0.04,0.05,0.00,,,,
array-dblclockfft_butterfly_ck1-p063.smt2,,,,,,,9,8,,129,,51,55,346,2,212,197,93,,,203,,,,,940.08,151.48,unknown,217.52,0.31,0.01,0.12,0.01,0.11,43.10,30.84,,0.07,0.02,0.01,93.08,139.01,11.53,127.46,94.11,0.23,13.73,,
array-dblclockfft_butterfly_ck1-p068.smt2,,,,,,,12,11,,145,,27,58,434,1,203,182,135,,,191,,,,,940.08,150.00,timeout,899.98,0.18,0.00,0.03,0.01,0.10,50.99,44.05,,0.06,0.02,0.02,663.48,717.37,15.53,701.81,664.52,0.20,20.94,,
array-dblclockfft_butterfly_ck1-p072.smt2,,,,,,5,5,5,,12,,9,6,49,,23,14,25,,,17,,,,,938.35,25.14,unsat,1.72,0.01,,0.00,,0.00,0.52,0.36,,,0.00,,0.49,1.08,0.18,0.88,0.51,0.00,0.15,,
array-dblclockfft_butterfly_ck1-p073.smt2,,,,,,,4,4,,2,,5,8,12,2,14,9,2,,,12,,,,,940.08,35.06,unknown,1.90,0.00,,,,0.00,0.56,0.46,,,0.02,0.02,0.58,1.20,0.12,1.07,0.60,,0.14,,
array-dblclockfft_butterfly_ck1-p078.smt2,,,,,,1,10,9,,40,,27,21,123,2,78,61,31,,,68,,,,,940.08,59.18,unknown,42.15,0.04,0.00,0.01,0.00,0.03,6.81,5.71,,0.01,0.01,0.01,18.81,26.17,2.16,23.99,19.01,0.02,2.17,,
array-dblclockfft_butterfly_ck1-p096.smt2,,,,,,6,6,6,,13,,11,6,41,,25,15,11,,,19,,,,,940.09,25.45,unsat,2.73,0.01,,0.00,,0.00,0.54,0.38,,,0.00,,1.45,2.07,0.17,1.88,1.47,0.00,0.14,,
array-dblclockfft_butterfly_ck1-p106.smt2,,,1,1,,,5,5,,2,1,13,27,37,4,37,33,9,1,,35,1,,,,938.35,63.77,unknown,10.74,0.03,,0.00,0.00,0.02,4.90,4.12,,,0.03,0.02,4.85,10.03,0.92,9.09,4.50,0.01,1.61,0.01,0.03
array-dblclockfft_butterfly_ck1-p117.smt2,,,,,,11,12,12,,169,,31,140,215,,268,245,20,,,255,,,,,940.09,145.03,unsat,465.49,0.31,0.01,0.08,0.02,0.15,79.22,66.66,,0.05,0.02,0.02,379.03,461.74,8.77,452.93,380.41,0.28,47.37,,
array-dblclockfft_butterfly_ck1-p139.smt2,,,,,,,4,4,,5,,4,6,14,,16,9,3,,,11,,,,,936.18,24.92,unsat,1.27,0.00,,0.00,,0.00,0.23,0.15,,,0.00,,0.36,0.62,0.04,0.57,0.36,0.00,0.07,,
array-dblclockfft_butterfly_ck1-p147.smt2,,38,23,16,8,,14,13,20,114,35,100,48,852,,198,174,558,2,,183,2,4,2,,936.19,467.23,timeout,899.96,1.51,0.09,0.93,0.05,0.33,160.64,127.86,,0.12,0.00,,58.61,223.50,22.34,201.11,58.58,0.24,127.16,0.41,0.12
array-dblclockfft_butterfly_ck1-p156.smt2,,,,,,,3,3,,4,,1,5,8,,11,6,2,,,7,,,,,936.18,22.01,unsat,0.83,0.00,,,,0.00,0.10,0.05,,,0.00,,0.08,0.20,0.04,0.16,0.08,,0.01,,
array-dblclockfft_butterfly_ck1-p167.smt2,,,,,,,7,7,,2,,24,52,100,9,100,91,25,,,96,,,,,936.18,140.40,unknown,64.30,3.23,0.19,2.56,0.10,0.34,15.67,8.55,,0.01,0.01,0.01,44.03,63.65,2.02,61.61,44.39,0.05,7.77,,
array-dblclockfft_butterfly_ck1-p168.smt2,,,,,,3,7,7,,12,,22,11,59,,43,30,17,,,35,,,,,936.18,41.51,unsat,8.38,0.04,0.00,0.02,0.00,0.01,2.50,1.19,,0.00,0.00,,5.00,7.68,0.32,7.35,5.05,0.01,1.41,,
array-dblclockfft_butterfly_ck1-p191.smt2,,15,9,,81,14,15,15,,181,25,33,156,1119,9,320,301,732,,,300,,2,1,,938.35,248.52,unsat,402.25,0.87,0.03,0.38,0.04,0.30,172.48,144.54,,0.22,0.02,0.01,218.71,397.66,37.37,360.23,220.48,0.56,98.88,0.39,
array-dblclockfft_butterfly_ck1-p199.smt2,,,,,,3,4,4,,15,,4,9,41,,29,22,20,,,24,,,,,936.18,99.00,unsat,8.88,0.03,0.00,0.01,0.00,0.01,5.82,1.10,,,0.00,,2.27,8.22,0.33,7.88,2.31,0.01,5.10,,
array-dblclockfft_butterfly_ck1-p200.smt2,,,,,,7,8,8,,60,,17,44,90,,88,73,16,,,79,,,,,940.08,97.18,unsat,30.46,0.07,0.00,0.01,0.00,0.03,12.37,9.57,,0.01,0.01,0.01,15.16,28.16,1.61,26.53,15.40,0.04,7.28,,
array-dblclockfft_butterfly_ck1-p212.smt2,,,,,,6,7,7,,35,,13,27,65,,57,44,18,,,49,,,,,938.34,55.04,unsat,15.74,0.04,0.00,0.01,0.00,0.02,4.75,3.55,,0.00,0.01,0.01,9.56,14.64,0.70,13.92,9.68,0.01,2.44,,
array-dblclockfft_butterfly_ck1-p214.smt2,,,,,,3,5,5,,14,,8,9,21,,24,14,,,,18,,,,,938.35,36.73,unsat,3.84,0.03,,0.02,0.00,0.01,1.23,0.83,,,0.01,0.01,1.68,3.02,0.20,2.81,1.71,0.00,0.65,,
array-dblclockfft_butterfly_ck1-p222.smt2,,44,23,13,12,1,14,13,23,112,36,170,6,709,11,210,178,258,1,,194,1,2,1,,936.19,268.26,unknown,165.65,4.32,0.24,2.96,0.12,0.92,101.71,74.35,,0.16,0.00,,53.36,162.32,18.51,143.76,53.67,0.29,66.46,0.46,0.10
array-dblclockfft_butterfly_ck1-p223.smt2,,,,,,3,4,4,,12,,5,8,12,,18,11,,,,13,,,,,938.35,30.56,unsat,1.94,0.01,,0.00,,0.00,0.75,0.51,,,0.01,0.01,0.43,1.25,0.07,1.16,0.45,0.00,0.46,,
array-dblclockfft_butterfly_ck1-p255.smt2,,,2,,8,5,12,11,,386,,29,354,201,1,422,421,57,,,410,,261,261,,938.35,438.64,timeout,899.58,1.82,0.07,0.72,0.10,0.54,558.49,494.48,,0.15,0.03,0.03,278.34,881.91,19.59,862.29,282.88,2.81,412.66,22.13,
array-dblclockfft_butterfly_ck1-p257.smt2,,,,,,1,4,4,,6,,6,7,19,,17,10,5,,,12,,,,,940.09,23.88,unsat,1.57,0.00,,0.00,,0.00,0.27,0.19,,,0.00,,0.65,0.95,0.04,0.90,0.66,0.00,0.11,,
array-dblclockfft_butterfly_ck1-p265.smt2,,,1,,4,,10,9,,46,,26,25,143,,73,56,64,,,62,,,,,938.35,661.42,timeout,899.97,0.08,0.00,0.01,0.00,0.05,18.49,16.38,,0.01,0.04,0.04,10.59,29.92,5.15,24.74,10.90,0.03,8.14,0.00,
array-dblclockfft_butterfly_ck1-p267.smt2,,,,,,,2,2,,3,,,4,3,,7,4,1,,,4,,,,,936.18,21.11,unsat,0.70,0.00,,,,,0.06,0.04,,,0.00,,,0.07,0.02,0.05,0.00,,0.01,,
array-dblclockfft_butterfly_ck1-p269.smt2,,,,,,,8,7,,61,,18,29,145,8,114,101,40,,,106,,,,,938.35,68.17,unknown,63.60,0.10,0.00,0.03,0.01,0.05,12.93,10.37,,0.01,0.02,0.01,40.90,54.82,2.70,52.10,41.32,0.06,4.55,,
array-dblclockfft_butterfly_ck1-p276.smt2,,,,,,,3,3,,4,,1,7,8,,13,8,2,,,9,,,,,936.18,22.93,unsat,0.79,0.00,,0.00,,0.00,0.12,0.09,,,0.00,,0.00,0.15,0.04,0.11,0.01,,0.03,,
array-dblclockfft_butterfly_ck1-p285.smt2,,,,,,8,9,9,,65,,26,54,94,,101,82,15,,,91,,,,,938.35,106.02,unsat,39.35,0.09,0.00,0.02,0.01,0.04,14.04,7.28,,0.01,0.02,0.01,22.93,37.74,1.53,36.19,23.24,0.04,7.81,,
array-dblclockfft_butterfly_ck1-p286.smt2,,,,,,1,4,4,,13,,2,14,38,,28,21,21,,,23,,,,,936.18,41.22,unsat,3.84,0.04,0.00,0.02,0.00,0.01,1.65,1.16,,,0.01,0.01,1.18,2.97,0.37,2.59,1.22,0.00,0.71,,
array-dblclockfft_butterfly_ck1-p304.smt2,,,,,,2,6,6,,11,,15,18,59,,41,30,19,,,34,,,,,938.35,32.24,unsat,7.63,0.02,,0.01,0.00,0.01,2.27,1.84,,0.00,0.00,,4.56,6.99,0.39,6.59,4.61,0.01,1.24,,
array-dblclockfft_butterfly_ck1-p309.smt2,,,,,,,4,4,,5,,3,8,18,,18,11,5,,,13,,,,,936.18,24.81,unsat,1.20,0.01,,0.00,,0.00,0.23,0.16,,,0.00,,0.29,0.56,0.07,0.48,0.30,0.00,0.04,,
array-dblclockfft_butterfly_ck1-p310.smt2,,,,,,5,6,6,,30,,9,20,43,,45,32,5,,,38,,,,,938.35,97.65,unsat,18.58,0.04,0.00,0.01,0.00,0.01,5.26,2.29,,0.00,0.01,0.01,8.23,13.74,0.63,13.10,8.32,0.01,3.43,,
array-dblclockfft_butterfly_ck1-p333.smt2,,,,,,9,10,10,,84,,25,70,139,,131,112,29,,,120,,,,,938.35,191.13,unsat,77.83,0.14,0.00,0.04,0.01,0.07,32.78,17.73,,0.02,0.01,0.01,40.00,74.04,3.33,70.68,40.50,0.09,22.34,,
array-dblclockfft_butterfly_ck1-p341.smt2,,,,,,7,9,9,,70,,43,52,298,1,151,133,138,,,141,,,,,938.35,101.19,unsat,73.19,0.21,0.01,0.07,0.01,0.08,22.46,15.46,,0.03,0.01,0.01,47.77,71.63,4.43,67.17,48.29,0.10,11.67,,
array-dblclockfft_butterfly_ck1-p343.smt2,,,,,,,8,7,,62,,22,24,174,8,116,102,58,,,108,,,,,938.35,73.99,unknown,80.37,0.14,0.01,0.05,0.01,0.05,11.87,9.15,,0.01,0.02,0.01,45.72,58.65,3.10,55.53,46.14,0.06,2.96,,
array-dblclockfft_butterfly_ck1-p346.smt2,,,,,,1,12,11,,121,,42,71,325,3,177,156,56,,,165,,,,,940.09,444.20,unknown,279.13,0.15,0.00,0.02,0.01,0.09,34.69,28.68,,0.05,0.03,0.02,74.20,111.20,11.45,99.72,75.06,0.13,9.91,,
array-dblclockfft_butterfly_ck1-p348.smt2,,,,,,5,6,6,,39,,7,31,41,,54,42,5,,,47,,,,,938.35,52.61,unsat,16.47,0.06,0.00,0.02,0.00,0.02,3.82,2.40,,0.00,0.01,0.01,11.37,15.50,0.62,14.86,11.48,0.01,1.85,,
array-dblclockfft_butterfly_ck1-p351.smt2,,,,,,1,12,11,,180,,20,107,457,6,255,234,184,,,243,,,,,940.09,244.29,unknown,266.33,0.49,0.01,0.18,0.02,0.20,121.51,101.80,,0.06,0.02,0.02,114.01,239.59,16.47,223.08,115.41,0.38,83.13,,
array-dblclockfft_butterfly_ck1-p352.smt2,,,,,,8,10,10,,78,,32,61,176,2,124,105,42,,,113,,,,,938.35,139.47,unsat,71.61,0.15,0.01,0.05,0.01,0.06,28.22,17.25,,0.02,0.01,0.01,40.72,70.12,3.40,66.68,41.14,0.10,18.92,,
array-dblclockfft_butterfly_ck1-p354.smt2,,,,,,3,8,8,,6,,13,31,78,2,61,50,20,,,56,,,,,938.35,54.64,unknown,16.95,0.04,,0.00,0.00,0.02,5.96,4.96,,0.00,0.02,0.01,9.91,16.30,1.52,14.76,10.07,0.01,2.25,,
array-dblclockfft_butterfly_ck1-p359.smt2,,,,,,5,6,6,,25,,10,17,37,,40,29,3,,,33,,,,,938.35,50.44,unsat,9.77,0.02,,0.00,0.00,0.01,2.81,1.78,,0.00,0.01,0.01,5.77,8.78,0.56,8.21,5.85,0.01,1.34,,
array-dblclockfft_butterfly_ck1-p372.smt2,,,,,,6,12,12,,15,,36,118,253,9,228,210,61,,,220,,,,,940.09,107.82,unknown,127.57,0.20,0.00,0.03,0.01,0.12,47.67,41.22,,0.04,0.02,0.02,76.56,126.88,9.16,117.69,77.70,0.18,21.85,,
array-dblclockfft_butterfly_ck1-p375.smt2,,,,,,1,6,6,,12,,9,23,108,3,46,38,61,,,43,,,,,940.09,45.49,unknown,16.48,0.03,,0.00,0.00,0.01,4.00,3.29,,0.00,0.02,0.01,11.46,15.82,1.25,14.55,11.61,0.01,0.63,,
array-dblclockfft_butterfly_ck1-p386.smt2,,,,,,1,9,9,,6,,54,80,275,7,171,160,88,,,167,,,,,1416.33,374.76,unknown,145.51,22.57,1.37,18.65,0.49,2.34,43.90,18.82,,0.05,0.01,0.01,76.78,144.85,7.23,137.59,77.44,0.14,8.97,,
array-dblclockfft_butterfly_ck1-p420.smt2,,,,,,8,9,9,,41,,49,10,114,,77,60,2,,,67,,,,,940.08,206.92,unsat,33.16,0.16,0.01,0.08,0.01,0.04,19.08,6.82,,0.01,0.00,,12.78,32.44,1.81,30.60,12.92,0.03,15.15,,
array-dblclockfft_butterfly_ck1-p422.smt2,,,,,,1,4,4,,6,,6,7,19,,17,10,5,,,12,,,,,938.35,24.86,unsat,1.33,0.00,,,,0.00,0.28,0.21,,,0.00,,0.39,0.70,0.05,0.64,0.40,0.00,0.13,,
array-dblclockfft_butterfly_ck1-p428.smt2,,,,,,5,7,7,,35,,13,22,115,,69,54,58,,,61,,,,,940.08,53.58,unsat,19.04,0.08,0.00,0.03,0.00,0.03,5.33,3.76,,0.01,0.01,0.01,12.21,18.00,1.14,16.85,12.38,0.02,2.34,,
array-dblclockfft_butterfly_ck1-p432.smt2,,,,,,3,4,4,,10,,4,6,12,,16,8,,,,11,,,,,940.08,60.81,unsat,2.56,0.01,,0.00,,0.00,1.77,0.21,,,0.01,0.00,0.01,1.81,0.06,1.75,0.01,0.00,1.46,,
array-dblclockfft_butterfly_ck1-p434.smt2,,,,,,5,6,6,,30,,8,20,47,,45,33,7,,,38,,,,,940.08,59.09,unsat,16.87,0.04,0.00,0.01,0.00,0.01,4.41,2.90,,0.00,0.01,0.01,10.73,15.39,0.53,14.85,10.82,0.01,2.63,,
array-dblclockfft_butterfly_ck1-p436.smt2,,,,,,7,8,8,,53,,21,42,86,,82,67,16,,,73,,,,,940.08,98.86,unsat,40.92,0.08,0.00,0.02,0.01,0.04,10.74,6.82,,0.01,0.01,0.01,26.86,38.23,1.70,36.51,27.10,0.03,5.20,,
array-dblclockfft_butterfly_ck1-p454.smt2,,,,,,3,6,6,,12,,14,10,50,,36,25,19,,,29,,,,,936.18,39.18,unsat,7.79,0.01,,0.00,,0.01,1.60,0.95,,,0.00,,5.39,7.11,0.27,6.82,5.43,0.00,0.64,,
array-dblclockfft_butterfly_ck1-p455.smt2,,,,,,4,8,8,,17,,27,10,72,,54,39,21,,,45,,,,,936.18,32.22,unsat,8.30,0.02,0.00,0.01,,0.01,1.78,1.31,,0.00,0.00,,5.60,7.58,0.41,7.15,5.67,0.01,0.44,,
array-dblclockfft_butterfly_ck2_r0-p043.smt2,,,,,,3,5,5,,27,,9,39,116,4,70,57,65,,,64,,,,,421.11,63.68,unsat,8.42,0.25,0.02,0.15,0.01,0.06,5.61,3.81,,0.01,0.01,0.01,1.20,7.38,0.81,6.55,1.31,0.03,2.90,,
array-dblclockfft_butterfly_ck2_r0-p048.smt2,,,,,,,2,2,,3,,,3,3,,6,3,1,,,3,,,,,421.11,19.90,unsat,0.36,0.00,,,,,0.07,0.02,,,0.01,0.01,,0.07,0.04,0.04,0.00,,0.01,,
array-dblclockfft_butterfly_ck2_r0-p061.smt2,,,,,,4,4,4,,23,,5,15,23,1,32,25,1,,,27,,,,,423.51,29.13,unsat,1.39,0.02,,0.00,0.00,0.01,0.96,0.78,,,0.01,0.01,0.02,1.08,0.12,0.95,0.04,0.01,0.60,,
array-dblclockfft_butterfly_ck2_r0-p064.smt2,,,,,,6,8,8,,105,,34,73,281,5,151,132,109,,,142,,,,,423.51,254.43,unsat,77.58,9.59,0.67,7.55,0.26,1.22,49.81,34.81,,0.06,0.01,0.01,15.81,76.59,7.42,69.14,16.22,0.21,29.14,,
array-dblclockfft_butterfly_ck2_r0-p075.smt2,,,,,,6,7,7,,65,,18,58,139,,107,90,49,,,99,,,,,423.51,102.37,unsat,31.08,0.90,0.05,0.63,0.03,0.15,23.41,18.91,,0.02,0.01,0.01,3.73,28.77,2.61,26.13,3.96,0.10,16.51,,
array-dblclockfft_butterfly_ck2_r0-p095.smt2,,21,50,40,47,,18,17,,366,,63,243,2714,16,480,511,2326,24,,466,22,216,5,,768.40,675.28,timeout,899.98,18.46,1.24,11.26,0.71,3.68,716.89,572.85,,0.46,0.02,0.02,113.46,866.03,139.71,726.26,100.92,4.31,458.73,1.27,1.91
array-dblclockfft_butterfly_ck2_r0-p096.smt2,,17,22,9,47,4,14,14,,43,,98,214,1334,15,348,343,752,10,,332,9,,,,590.69,504.84,unknown,680.66,4.85,0.22,3.03,0.16,1.08,591.49,538.16,,0.48,0.02,0.01,75.05,680.28,223.79,456.44,74.69,1.29,271.18,0.12,0.50
array-dblclockfft_butterfly_ck2_r0-p098.smt2,,,,,,1,3,3,,8,,3,10,13,,17,12,5,,,13,,,,,421.11,19.33,unsat,0.44,0.00,,0.00,,0.00,0.15,0.12,,,0.00,,0.00,0.18,0.02,0.16,0.01,0.00,0.07,,
array-dblclockfft_butterfly_ck2_r0-p100.smt2,,,,,,5,5,5,,30,,12,14,61,,44,35,17,,,38,,,,,423.51,36.91,unsat,3.31,0.02,,0.01,0.00,0.01,2.41,2.04,,0.00,0.01,0.01,0.32,2.91,0.54,2.36,0.37,0.01,1.44,,
array-dblclockfft_butterfly_ck2_r0-p101.smt2,,5,20,15,15,,14,13,,179,,59,117,1013,12,258,254,696,16,,242,14,11,1,,875.23,706.01,timeout,899.97,5.78,0.45,3.94,0.20,1.14,213.01,185.39,,0.13,0.02,0.01,31.14,254.50,39.35,215.10,28.49,0.60,133.64,0.17,0.74
array-dblclockfft_butterfly_ck2_r0-p103.smt2,,,,,,7,8,8,,67,,28,48,228,3,123,107,83,,,114,,,,,423.51,87.89,unsat,24.22,0.25,0.01,0.11,0.01,0.08,18.61,15.36,,0.03,0.01,0.01,3.46,23.20,4.30,18.88,3.77,0.08,8.90,,
array-dblclockfft_butterfly_ck2_r0-p106.smt2,,24,67,51,126,14,28,28,,227,,444,288,3760,30,742,755,1822,34,,716,28,,1,1,515.79,448.69,unknown,368.82,5.17,0.29,2.85,0.20,1.60,271.90,220.76,,1.28,0.00,,75.30,368.43,88.44,279.89,74.63,4.95,141.04,1.33,0.72
array-dblclockfft_butterfly_ck2_r0-p129.smt2,,,14,7,42,,10,9,,155,,21,86,449,2,206,198,258,2,,191,2,,,,1469.44,1271.83,timeout,899.98,76.34,2.90,67.46,1.19,4.98,572.80,272.49,,0.08,0.02,0.02,61.02,714.11,83.46,630.62,56.14,0.41,311.12,0.07,0.32
array-dblclockfft_butterfly_ck2_r0-p134.smt2,,,,,,11,12,12,,288,,92,240,828,42,461,437,264,,,449,,,,,576.67,520.28,unsat,538.67,5.05,0.21,3.74,0.15,0.67,460.84,409.60,,0.48,0.02,0.01,54.33,529.05,59.01,470.00,56.81,1.31,331.41,,
array-dblclockfft_butterfly_ck2_r0-p152.smt2,,,,,,1,2,2,,4,,,4,7,,8,5,4,,,5,,,,,421.11,16.35,unsat,0.31,0.00,,,,,0.04,0.03,,,0.00,,,0.06,0.01,0.04,0.00,,0.01,,
array-dblclockfft_butterfly_ck2_r0-p155.smt2,,6,,,,4,13,13,,11,,56,116,542,12,212,197,260,10,,206,10,,11,11,423.05,212.85,unknown,99.76,1.75,0.10,1.05,0.07,0.39,82.16,67.76,,0.10,0.01,0.01,12.19,99.48,18.31,81.14,13.02,0.34,42.09,0.70,0.13
array-dblclockfft_butterfly_ck2_r0-p159.smt2,,,,,,11,12,12,,208,,72,187,1075,8,369,335,492,,,356,,,,,423.82,344.96,unsat,398.00,1.04,0.05,0.44,0.05,0.32,347.88,313.49,,0.38,0.01,0.01,33.29,389.25,65.56,323.65,35.07,0.97,218.26,,
array-dblclockfft_butterfly_ck2_r0-p168.smt2,,,,,,1,6,6,,11,,19,25,70,,53,41,24,,,46,,,,,421.11,34.05,unsat,2.67,0.03,0.00,0.01,0.00,0.01,2.00,1.73,,0.00,0.00,,0.21,2.38,0.31,2.06,0.26,0.01,1.19,,
array-dblclockfft_butterfly_ck2_r0-p171.smt2,,,,,,2,6,6,,13,,17,34,85,,64,50,29,,,57,,,,,421.11,32.39,unsat,3.27,0.04,0.00,0.01,0.00,0.01,2.36,1.95,,0.00,0.00,,0.36,2.95,0.47,2.47,0.42,0.02,1.23,,
array-dblclockfft_butterfly_ck2_r0-p173.smt2,,,8,1,15,,10,9,,94,,16,43,294,9,134,120,137,1,,118,1,,,,,,,,1.66,0.08,1.19,0.05,0.30,81.26,71.01,,0.04,0.02,0.01,13.79,98.40,12.84,85.53,14.36,0.17,50.07,0.02,0.03
array-dblclockfft_butterfly_ck2_r0-p185.smt2,,,,,,,9,8,,81,,33,36,217,3,113,93,60,,,104,,,,,3335.81,3077.81,timeout,899.97,23.06,1.50,19.34,0.51,2.08,142.45,40.45,,0.03,0.01,0.01,5.71,172.02,11.80,160.20,5.95,0.07,70.96,,
array-dblclockfft_butterfly_ck2_r0-p188.smt2,,,15,10,9,1,11,10,,128,,34,64,476,3,177,174,241,10,,166,10,,,,423.05,208.73,unknown,161.64,0.69,0.03,0.35,0.03,0.20,130.41,117.41,,0.07,0.02,0.01,14.97,148.85,24.81,124.01,12.45,0.26,78.59,0.04,0.14
array-dblclockfft_butterfly_ck2_r0-p218.smt2,,,,,,10,11,11,,207,,65,135,526,10,333,308,112,,,322,,,,,424.21,232.81,unsat,234.76,0.75,0.03,0.36,0.03,0.21,201.79,176.53,,0.28,0.01,0.01,22.22,229.55,29.30,200.22,23.75,0.67,139.59,,
array-dblclockfft_butterfly_ck2_r0-p232.smt2,,,,,,1,4,4,,13,,6,15,23,,26,19,6,,,21,,,,,423.05,22.75,unsat,0.85,0.01,,0.00,,0.00,0.45,0.36,,,0.00,,0.06,0.56,0.06,0.49,0.08,0.00,0.26,,
array-dblclockfft_butterfly_ck2_r0-p239.smt2,,,,,,6,6,6,,35,,17,10,106,,60,48,23,,,53,,,,,423.51,41.72,unsat,5.59,0.06,0.00,0.02,0.00,0.03,4.65,4.10,,0.01,0.00,,0.34,5.31,0.89,4.41,0.40,0.03,3.03,,
array-dblclockfft_butterfly_ck2_r0-p249.smt2,,,,,,5,6,6,,27,,19,19,68,3,49,36,11,,,42,,,,,423.05,46.22,unsat,5.88,0.05,0.00,0.02,0.00,0.02,4.84,4.07,,0.01,0.01,0.01,0.33,5.43,0.90,4.52,0.39,0.01,2.92,,
array-dblclockfft_butterfly_ck2_r0-p253.smt2,,,,,,9,11,11,,180,,67,143,1095,17,333,306,522,,,321,,,,,423.05,214.53,unsat,177.32,1.67,0.10,0.87,0.07,0.46,135.81,115.70,,0.35,0.01,0.01,30.94,173.42,33.39,140.00,32.26,0.84,76.64,,
array-dblclockfft_butterfly_ck3_r0-p021.smt2,,14,13,22,27,,19,18,2,242,33,73,107,1652,15,353,341,884,24,,340,22,6,17,15,739.96,675.37,timeout,899.99,1.52,0.06,0.69,0.08,0.49,707.92,658.28,,0.70,0.01,0.01,39.53,762.25,188.70,573.48,37.84,1.19,425.20,1.67,0.71
array-dblclockfft_butterfly_ck3_r0-p029.smt2,,,,,,2,6,6,,17,,24,54,103,,82,65,36,,,75,,,,,130.46,35.79,unsat,2.92,0.05,0.00,0.02,0.00,0.02,2.40,2.05,,0.00,0.00,,0.07,2.73,0.19,2.53,0.14,0.04,1.36,,
array-dblclockfft_butterfly_ck3_r0-p042.smt2,,4,20,11,73,,16,16,,294,22,148,87,1895,30,387,391,922,12,3,381,13,3,9,7,677.85,612.87,unknown,769.97,2.33,0.08,1.23,0.09,0.62,730.93,679.43,,0.79,0.01,0.01,24.65,769.85,262.50,507.29,25.84,1.75,391.17,0.84,0.17
